date,driver_id,hours_sleep,sleep_quality,start_mood,end_mood
2025-08-28,D003,6.4,"Not sure, felt half rested half tired.",Meh,Neutral
2025-08-28,D004,6.5,"Sleep was okay, nothing special.",Meh,Energetic
2025-08-29,D001,7.2,"Some dreams and wake-ups, neutral overall.",Neutral,Energetic
2025-08-29,D002,6.6,"Sleep was okay, nothing special.",Fine,Happy
2025-08-29,D003,7.2,"Average sleep, can't complain.",Meh,Tired
2025-08-29,D004,6.4,"Average sleep, can't complain.",Fine,Neutral
2025-08-30,D001,6.6,"Not sure, felt half rested half tired.",Neutral,Indifferent
2025-08-30,D002,4.5,"Sleep was okay, nothing special.",Meh,Stressed
2025-08-30,D003,7.4,"Not sure, felt half rested half tired.",Fine,Motivated
2025-08-30,D004,6.8,"Not sure, felt half rested half tired.",Indifferent,Stressed
2025-08-31,D001,7.5,"Some dreams and wake-ups, neutral overall.",Indifferent,Fine
2025-08-31,D002,3.6,"Sleep was okay, nothing special.",Indifferent,Happy
2025-08-31,D003,8.6,"Not sure, felt half rested half tired.",Neutral,Motivated
2025-08-31,D004,6.4,"Some dreams and wake-ups, neutral overall.",Meh,Indifferent
