date,driver_id,hours_sleep,sleep_quality,start_mood,end_mood
2025-08-23,D003,3.9,"Poor sleep, couldn't get comfortable.",Tired,Irritable
2025-08-23,D004,3.4,"Restless night, kept waking up from nightmares.",Tired,Tired
2025-08-24,D001,3.3,"Restless night, kept waking up from nightmares.",Stressed,Stressed
2025-08-24,D002,5.0,"Poor sleep, couldn't get comfortable.",Anxious,Anxious
2025-08-24,D003,3.5,"Very little sleep, felt exhausted waking up.",Tired,Anxious
2025-08-24,D004,5.9,"Very little sleep, felt exhausted waking up.",Irritable,Stressed
2025-08-25,D001,2.8,"Restless night, kept waking up from nightmares.",Anxious,Tired
2025-08-25,D002,5.9,Could barely sleep due to stress and noise.,Tired,Irritable
2025-08-25,D003,4.7,"Very little sleep, felt exhausted waking up.",Irritable,Irritable
2025-08-25,D004,4.4,Could barely sleep due to stress and noise.,Tired,Stressed
2025-08-26,D001,4.1,Could barely sleep due to stress and noise.,Irritable,Irritable
2025-08-26,D002,4.8,"Poor sleep, couldn't get comfortable.",Tired,Tired
2025-08-26,D003,4.5,"Restless night, kept waking up from nightmares.",Stressed,Irritable
2025-08-26,D004,5.4,"Poor sleep, couldn't get comfortable.",Tired,Tired
2025-08-27,D001,4.6,"Poor sleep, couldn't get comfortable.",Tired,Stressed
2025-08-27,D002,4.6,"Poor sleep, couldn't get comfortable.",Tired,Stressed
2025-08-27,D003,4.2,"Restless night, kept waking up from nightmares.",Irritable,Tired
2025-08-27,D004,4.5,"Poor sleep, couldn't get comfortable.",Stressed,Stressed
2025-08-28,D001,4.7,"Very little sleep, felt exhausted waking up.",Anxious,Irritable
2025-08-28,D002,3.1,"Restless night, kept waking up from nightmares.",Tired,Anxious
2025-08-28,D003,3.4,Could barely sleep due to stress and noise.,Tired,Irritable
2025-08-28,D004,5.1,"Restless night, kept waking up from nightmares.",Tired,Anxious
2025-08-29,D001,4.6,"Very little sleep, felt exhausted waking up.",Anxious,Tired
2025-08-29,D002,4.4,"Poor sleep, couldn't get comfortable.",Irritable,Irritable
2025-08-29,D003,4.5,"Restless night, kept waking up from nightmares.",Anxious,Irritable
2025-08-29,D004,4.8,"Very little sleep, felt exhausted waking up.",Stressed,Irritable
2025-08-30,D001,4.1,Could barely sleep due to stress and noise.,Anxious,Stressed
2025-08-30,D002,3.9,Could barely sleep due to stress and noise.,Tired,Anxious
2025-08-30,D003,4.7,"Restless night, kept waking up from nightmares.",Irritable,Stressed
2025-08-30,D004,3.7,"Very little sleep, felt exhausted waking up.",Anxious,Anxious
2025-08-31,D001,4.8,Could barely sleep due to stress and noise.,Tired,Tired
2025-08-31,D002,3.1,"Poor sleep, couldn't get comfortable.",Irritable,Anxious
2025-08-31,D003,5.3,"Poor sleep, couldn't get comfortable.",Tired,Stressed
2025-08-31,D004,4.9,Could barely sleep due to stress and noise.,Stressed,Irritable
